,0
0,238.10061687963753
1,194.94657028577956
2,245.020369176881
3,238.0592834364428
4,237.13694604369434
5,231.37647071512046
6,222.03183177801048
7,249.34631278241673
8,229.28546602490164
9,226.937024335247
10,249.4647319424119
11,243.7693463204245
12,215.25901684195992
13,242.823813409834
14,220.25451458389074
15,261.1262084385427
16,267.49800101893726
17,241.6503920654406
18,266.727485368972
19,207.93946176764197
20,242.31823911956565
21,205.41332344228107
22,237.61601016005528
23,210.50189354252086
24,214.41395409310374
25,247.92734507809976
26,223.80051114705785
27,211.92094553281578
28,223.33794081822853
29,232.6638940264602
30,240.04384765139176
31,221.78305870373114
32,250.7010171654185
33,240.97270092596452
34,242.31767067625918
35,235.04426382649717
36,261.82240116537105
37,246.88608090723366
38,218.16167596232816
39,254.74288678962824
40,285.70837636579097
41,242.00050719196534
42,271.6203096026174
43,232.1248715153821
44,246.09241199165592
45,237.58046449981254
46,238.14684463514754
47,260.40710284796927
48,244.16263863648027
49,282.7110525615469
50,244.6871969225205
51,208.33496013534304
52,233.7343367199324
53,267.1701309684374
54,236.26127140707294
55,195.44887821058467
56,225.46173371287395
57,205.7628765577658
58,302.585529345438
59,287.7232771489167
60,262.3895744886729
61,248.24489033564709
62,259.48083221358365
63,218.83502033818098
64,228.82130648764223
65,243.46079302348744
66,233.10658016241592
67,201.14367923249245
68,293.39415551328835
69,238.4296555367594
70,242.24267233688363
71,230.92078527938088
72,226.41199306733364
73,235.04408897648986
74,265.28441837387277
75,257.3270411332325
76,234.5571743326269
77,188.13820103222167
78,262.14378322252253
79,227.12516623107058
80,247.0521586386319
81,194.7949182302545
82,252.12722410576887
83,235.08413109232845
84,241.82249385665415
85,236.79837677988633
86,232.73218457335912
87,245.10080427967884
88,288.59481848383194
89,212.67213177853168
90,230.22343440345622
91,200.129278053053
92,257.4497577705951
93,251.81753881227021
94,222.87137865937993
95,236.91301428931368
96,250.9236832755654
97,252.07952562174577
98,218.95478910380888
99,270.63553896616634
100,260.5247010100759
101,215.18901109845729
102,269.135086834218
103,258.22970260612044
104,262.24523598492675
105,244.63453387644924
106,223.38133315638265
107,275.75363468011443
108,247.63643597480217
109,232.42896222647516
110,226.71190210041766
111,275.0394691986137
112,237.09779925888157
113,244.44217247758326
114,248.66131747900897
115,264.7346621268369
116,249.619431049515
117,219.5431815906672
118,247.58488923372133
119,241.34880277143978
120,244.9131255514513
121,254.6571387714974
122,225.35691492032672
123,220.4524619627884
124,212.39292780834967
125,227.46591833425703
126,185.92697704136282
127,249.98982442881436
128,228.97225156830427
129,220.5118548166485
130,210.3251827290977
131,228.16437357944204
132,222.8952986510123
133,228.2961669103541
134,240.26422321309406
135,245.01024206147366
136,266.57986375325555
137,297.0249204086227
138,201.92651515150848
139,224.2882934227736
140,250.88924756631485
141,218.07955030953536
142,269.2753614868169
143,223.09989701786193
144,257.7001265207116
145,251.5224132631272
146,262.2710578718393
147,196.9210505908625
148,224.08593977889032
149,255.0137130946497
150,209.18676601831703
151,196.6927647751603
152,233.1397122093241
153,247.49301798409604
154,202.7070950834044
155,205.48490334222427
156,200.58347390147284
157,235.5647578449833
158,252.5408884740455
159,221.46171989387233
160,269.98786848621415
161,237.8788624659662
162,249.36985055187972
163,228.63824899916395
164,249.09159093457856
165,282.6905246138127
166,238.83757393900288
167,222.23585090512677
168,237.44601416896126
169,238.6269627694521
170,242.46210790262847
171,243.56207339017365
172,200.29936586375646
173,218.3697467356859
174,238.97288494887493
175,255.24871116973623
176,260.4905486436929
177,260.4511875051317
178,242.16856161349358
179,283.48195124898615
180,231.47916747097852
181,240.87483938454463
182,258.1990379309909
183,267.9100457819124
184,236.7707001085106
185,266.9455481566977
186,238.62675922644934
187,255.8001326681423
188,184.1874760040243
189,194.65199361054977
190,279.7173097270306
191,211.2789898028284
192,252.1117175434212
193,228.12885322813494
194,221.705486694001
195,235.13534630858862
196,276.99150854458355
197,246.28515024499274
198,275.4760275435079
199,254.84835826521015
200,242.07379056543024
201,242.3692441080697
202,223.21639724513895
203,179.08415869257368
204,236.98014542518914
205,245.8607348994627
206,270.0228749548513
207,253.15513026476847
208,266.2990446428129
209,277.03637649416123
210,279.85388270280686
211,263.78721109966403
212,214.90028424707367
213,232.45467701037148
214,222.35859689231893
215,268.9611840612455
216,261.71170341522685
217,232.6099829834487
218,246.21531203446955
219,262.8142883612894
220,265.3949393345063
221,222.1292968854534
222,256.87988981325367
223,262.6638877242653
224,200.4854914731373
225,211.95266549814423
226,238.04460718948536
227,223.38486475886737
228,270.51007308407276
229,256.08230749677585
230,255.60503924342532
231,259.86891066923806
232,231.40399760147002
233,224.0089586805399
234,249.79689188052694
235,236.7718919451255
236,278.9848809064294
237,250.83352662422377
238,235.04475009574287
239,267.6192518320491
240,234.65772386692686
241,219.6918252873646
242,260.8229972024926
243,240.31279582381774
244,226.39225558019893
245,254.16443493956587
